sample,channel,normalized,loss_type,loss_value
55,2m_temperature,denormalized,MSE,45.06511688232422
55,mean_sea_level_pressure,denormalized,MSE,20920.64453125
56,10m_u_component_of_wind,denormalized,MSE,0.43412405252456665
56,10m_v_component_of_wind,denormalized,MSE,0.49681031703948975
56,2m_temperature,denormalized,MSE,17.956050872802734
56,mean_sea_level_pressure,denormalized,MSE,127124.6484375
57,10m_u_component_of_wind,denormalized,MSE,0.43125855922698975
57,10m_v_component_of_wind,denormalized,MSE,0.43877822160720825
57,2m_temperature,denormalized,MSE,14.538186073303223
57,mean_sea_level_pressure,denormalized,MSE,85172.828125
58,10m_u_component_of_wind,denormalized,MSE,0.4555893540382385
58,10m_v_component_of_wind,denormalized,MSE,0.5765758752822876
58,2m_temperature,denormalized,MSE,32.98455810546875
58,mean_sea_level_pressure,denormalized,MSE,252693.53125
59,10m_u_component_of_wind,denormalized,MSE,0.5549725294113159
59,10m_v_component_of_wind,denormalized,MSE,0.7236642241477966
59,2m_temperature,denormalized,MSE,45.07234191894531
59,mean_sea_level_pressure,denormalized,MSE,366504.75
60,10m_u_component_of_wind,denormalized,MSE,0.595794141292572
60,10m_v_component_of_wind,denormalized,MSE,0.6242051720619202
60,2m_temperature,denormalized,MSE,29.261030197143555
60,mean_sea_level_pressure,denormalized,MSE,492838.625
61,10m_u_component_of_wind,denormalized,MSE,0.7987951040267944
61,10m_v_component_of_wind,denormalized,MSE,0.808752179145813
61,2m_temperature,denormalized,MSE,36.681419372558594
61,mean_sea_level_pressure,denormalized,MSE,379546.0625
62,10m_u_component_of_wind,denormalized,MSE,0.6184284687042236
62,10m_v_component_of_wind,denormalized,MSE,0.7690948843955994
62,2m_temperature,denormalized,MSE,41.778900146484375
62,mean_sea_level_pressure,denormalized,MSE,643929.5
63,10m_u_component_of_wind,denormalized,MSE,0.6119921207427979
63,10m_v_component_of_wind,denormalized,MSE,0.8071480393409729
63,2m_temperature,denormalized,MSE,47.7449951171875
63,mean_sea_level_pressure,denormalized,MSE,701573.625
64,10m_u_component_of_wind,denormalized,MSE,0.4575391411781311
64,10m_v_component_of_wind,denormalized,MSE,0.5509565472602844
64,2m_temperature,denormalized,MSE,33.936092376708984
64,mean_sea_level_pressure,denormalized,MSE,634415.5
65,10m_u_component_of_wind,denormalized,MSE,0.4476369023323059
65,10m_v_component_of_wind,denormalized,MSE,0.5822782516479492
65,2m_temperature,denormalized,MSE,40.04340362548828
65,mean_sea_level_pressure,denormalized,MSE,404383.3125
66,10m_u_component_of_wind,denormalized,MSE,0.582274317741394
66,10m_v_component_of_wind,denormalized,MSE,0.7523356676101685
66,2m_temperature,denormalized,MSE,49.76900100708008
66,mean_sea_level_pressure,denormalized,MSE,522296.75
67,10m_u_component_of_wind,denormalized,MSE,0.5224247574806213
67,10m_v_component_of_wind,denormalized,MSE,0.7544382810592651
67,2m_temperature,denormalized,MSE,57.625850677490234
67,mean_sea_level_pressure,denormalized,MSE,528077.125
68,10m_u_component_of_wind,denormalized,MSE,0.35298582911491394
68,10m_v_component_of_wind,denormalized,MSE,0.49392223358154297
68,2m_temperature,denormalized,MSE,29.438447952270508
68,mean_sea_level_pressure,denormalized,MSE,534431.1875
69,10m_u_component_of_wind,denormalized,MSE,0.3693035840988159
69,10m_v_component_of_wind,denormalized,MSE,0.5393084287643433
69,2m_temperature,denormalized,MSE,28.652679443359375
69,mean_sea_level_pressure,denormalized,MSE,347964.3125
70,10m_u_component_of_wind,denormalized,MSE,0.5139374732971191
70,10m_v_component_of_wind,denormalized,MSE,0.864540696144104
70,2m_temperature,denormalized,MSE,40.250179290771484
70,mean_sea_level_pressure,denormalized,MSE,587944.8125
71,10m_u_component_of_wind,denormalized,MSE,0.6436973810195923
