sample,channel,normalized,mse_loss,psd_loss
81,2m_temperature,denormalized,150.31687927246094,2.1638193130493164
81,mean_sea_level_pressure,denormalized,1695875.25,2.069875955581665
82,10m_u_component_of_wind,denormalized,2.73193359375,2.069140672683716
82,10m_v_component_of_wind,denormalized,4.659492015838623,2.2699410915374756
82,2m_temperature,denormalized,72.30902862548828,2.324564218521118
82,mean_sea_level_pressure,denormalized,319980.84375,2.120891571044922
83,10m_u_component_of_wind,denormalized,3.9465694427490234,1.9260473251342773
83,10m_v_component_of_wind,denormalized,6.7087507247924805,2.013396978378296
83,2m_temperature,denormalized,101.23236083984375,2.1089887619018555
83,mean_sea_level_pressure,denormalized,318737.4375,2.0710277557373047
84,10m_u_component_of_wind,denormalized,1.6758350133895874,1.9806016683578491
84,10m_v_component_of_wind,denormalized,2.6359658241271973,2.1344940662384033
84,2m_temperature,denormalized,15.160369873046875,2.3243541717529297
84,mean_sea_level_pressure,denormalized,141796.484375,1.9588454961776733
85,10m_u_component_of_wind,denormalized,3.8599791526794434,1.9715187549591064
85,10m_v_component_of_wind,denormalized,5.238762855529785,2.1764509677886963
85,2m_temperature,denormalized,16.17924690246582,2.2176036834716797
85,mean_sea_level_pressure,denormalized,348530.75,1.9965864419937134
86,10m_u_component_of_wind,denormalized,2.7627336978912354,2.0190086364746094
86,10m_v_component_of_wind,denormalized,3.358513116836548,2.2424604892730713
86,2m_temperature,denormalized,11.639179229736328,2.269634246826172
86,mean_sea_level_pressure,denormalized,74474.96875,2.0580241680145264
87,10m_u_component_of_wind,denormalized,1.5775021314620972,1.8629093170166016
87,10m_v_component_of_wind,denormalized,1.8684357404708862,2.012134552001953
87,2m_temperature,denormalized,57.653663635253906,2.141573190689087
87,mean_sea_level_pressure,denormalized,576161.625,2.0465238094329834
88,10m_u_component_of_wind,denormalized,4.656888484954834,1.9027851819992065
88,10m_v_component_of_wind,denormalized,5.451901435852051,2.0160775184631348
88,2m_temperature,denormalized,14.960850715637207,2.1896650791168213
88,mean_sea_level_pressure,denormalized,892602.375,2.0217227935791016
89,10m_u_component_of_wind,denormalized,0.517488420009613,2.1681418418884277
89,10m_v_component_of_wind,denormalized,0.7150144577026367,2.412360191345215
89,2m_temperature,denormalized,4.287816047668457,2.472526788711548
89,mean_sea_level_pressure,denormalized,76829.5859375,1.99016273021698
90,10m_u_component_of_wind,denormalized,1.980270266532898,2.028618812561035
90,10m_v_component_of_wind,denormalized,2.5994017124176025,2.2198846340179443
90,2m_temperature,denormalized,17.050870895385742,2.281690835952759
90,mean_sea_level_pressure,denormalized,93490.859375,2.017518997192383
91,10m_u_component_of_wind,denormalized,0.7564116716384888,1.9420536756515503
91,10m_v_component_of_wind,denormalized,0.8505594730377197,2.1310322284698486
91,2m_temperature,denormalized,9.581833839416504,2.21282958984375
91,mean_sea_level_pressure,denormalized,36722.37109375,2.0365378856658936
92,10m_u_component_of_wind,denormalized,1.844517469406128,1.8481284379959106
92,10m_v_component_of_wind,denormalized,2.3894948959350586,2.0068984031677246
92,2m_temperature,denormalized,35.52476501464844,2.153249979019165
92,mean_sea_level_pressure,denormalized,151205.0,1.9759644269943237
93,10m_u_component_of_wind,denormalized,2.4882655143737793,1.9263437986373901
93,10m_v_component_of_wind,denormalized,3.434584140777588,2.137911796569824
93,2m_temperature,denormalized,16.704730987548828,2.181335210800171
93,mean_sea_level_pressure,denormalized,80854.65625,1.9814794063568115
94,10m_u_component_of_wind,denormalized,1.4500784873962402,1.996765375137329
94,10m_v_component_of_wind,denormalized,1.552802324295044,2.1792006492614746
94,2m_temperature,denormalized,13.942245483398438,2.2421157360076904
94,mean_sea_level_pressure,denormalized,423739.0625,1.9996540546417236
95,10m_u_component_of_wind,denormalized,3.2132768630981445,1.958247184753418
95,10m_v_component_of_wind,denormalized,5.658880710601807,2.059385061264038
95,2m_temperature,denormalized,311.9207763671875,2.195838451385498
95,mean_sea_level_pressure,denormalized,78041.9609375,1.961151361465454
96,10m_u_component_of_wind,denormalized,0.9680013060569763,1.9561913013458252
96,10m_v_component_of_wind,denormalized,1.773249626159668,2.1396656036376953
96,2m_temperature,denormalized,93.1390380859375,2.3434085845947266
96,mean_sea_level_pressure,denormalized,99039.609375,1.9609425067901611
97,10m_u_component_of_wind,denormalized,0.9842754006385803,2.0732994079589844
97,10m_v_component_of_wind,denormalized,1.335357427597046,2.3135464191436768
97,2m_temperature,denormalized,53.591758728027344,2.35463285446167
97,mean_sea_level_pressure,denormalized,86241.65625,1.9851348400115967
98,10m_u_component_of_wind,denormalized,4.443708419799805,1.9682811498641968
98,10m_v_component_of_wind,denormalized,5.570060729980469,2.1230478286743164
98,2m_temperature,denormalized,22.702251434326172,2.1545181274414062
98,mean_sea_level_pressure,denormalized,143145.375,2.0736618041992188
99,10m_u_component_of_wind,denormalized,3.5398712158203125,1.927261471748352
99,10m_v_component_of_wind,denormalized,4.184628009796143,2.0012600421905518
99,2m_temperature,denormalized,30.73552703857422,2.0936505794525146
99,mean_sea_level_pressure,denormalized,103882.15625,2.045560598373413
100,10m_u_component_of_wind,denormalized,1.8699419498443604,1.9909757375717163
100,10m_v_component_of_wind,denormalized,3.0649735927581787,2.1285321712493896
100,2m_temperature,denormalized,79.68152618408203,2.303039789199829
100,mean_sea_level_pressure,denormalized,337062.8125,1.9938937425613403
101,10m_u_component_of_wind,denormalized,5.834529399871826,2.027630090713501
