sample,channel,normalized,loss_type,loss_value
79,mean_sea_level_pressure,denormalized,MSE,13469.2138671875
80,10m_u_component_of_wind,denormalized,MSE,0.4677666425704956
80,10m_v_component_of_wind,denormalized,MSE,0.6310643553733826
80,2m_temperature,denormalized,MSE,6.0747785568237305
80,mean_sea_level_pressure,denormalized,MSE,12530.826171875
81,10m_u_component_of_wind,denormalized,MSE,0.4505387544631958
81,10m_v_component_of_wind,denormalized,MSE,0.6333560943603516
81,2m_temperature,denormalized,MSE,5.433392524719238
81,mean_sea_level_pressure,denormalized,MSE,11617.564453125
82,10m_u_component_of_wind,denormalized,MSE,0.4999549388885498
82,10m_v_component_of_wind,denormalized,MSE,0.7843490242958069
82,2m_temperature,denormalized,MSE,5.143084526062012
82,mean_sea_level_pressure,denormalized,MSE,18479.41015625
83,10m_u_component_of_wind,denormalized,MSE,0.4167086184024811
83,10m_v_component_of_wind,denormalized,MSE,0.5652002692222595
83,2m_temperature,denormalized,MSE,5.986635208129883
83,mean_sea_level_pressure,denormalized,MSE,14604.802734375
84,10m_u_component_of_wind,denormalized,MSE,0.3911941349506378
84,10m_v_component_of_wind,denormalized,MSE,0.6372121572494507
84,2m_temperature,denormalized,MSE,5.323176383972168
84,mean_sea_level_pressure,denormalized,MSE,9671.748046875
85,10m_u_component_of_wind,denormalized,MSE,0.40769699215888977
85,10m_v_component_of_wind,denormalized,MSE,0.5935126543045044
85,2m_temperature,denormalized,MSE,3.7336761951446533
85,mean_sea_level_pressure,denormalized,MSE,9169.5947265625
86,10m_u_component_of_wind,denormalized,MSE,0.4620824456214905
86,10m_v_component_of_wind,denormalized,MSE,0.6093027591705322
86,2m_temperature,denormalized,MSE,3.7779412269592285
86,mean_sea_level_pressure,denormalized,MSE,10392.88671875
87,10m_u_component_of_wind,denormalized,MSE,0.28390729427337646
87,10m_v_component_of_wind,denormalized,MSE,0.4279719293117523
87,2m_temperature,denormalized,MSE,4.1299262046813965
87,mean_sea_level_pressure,denormalized,MSE,10360.150390625
88,10m_u_component_of_wind,denormalized,MSE,0.31616148352622986
88,10m_v_component_of_wind,denormalized,MSE,0.46008116006851196
88,2m_temperature,denormalized,MSE,5.194759368896484
88,mean_sea_level_pressure,denormalized,MSE,7861.681640625
89,10m_u_component_of_wind,denormalized,MSE,0.3199095129966736
89,10m_v_component_of_wind,denormalized,MSE,0.4527868628501892
89,2m_temperature,denormalized,MSE,4.065004348754883
89,mean_sea_level_pressure,denormalized,MSE,5937.7958984375
90,10m_u_component_of_wind,denormalized,MSE,0.36206093430519104
90,10m_v_component_of_wind,denormalized,MSE,0.5498334169387817
90,2m_temperature,denormalized,MSE,5.107461452484131
90,mean_sea_level_pressure,denormalized,MSE,8099.3974609375
91,10m_u_component_of_wind,denormalized,MSE,0.3869509994983673
91,10m_v_component_of_wind,denormalized,MSE,0.40251070261001587
91,2m_temperature,denormalized,MSE,3.20173978805542
91,mean_sea_level_pressure,denormalized,MSE,6515.23974609375
92,10m_u_component_of_wind,denormalized,MSE,0.31856846809387207
92,10m_v_component_of_wind,denormalized,MSE,0.46418672800064087
92,2m_temperature,denormalized,MSE,4.264307022094727
92,mean_sea_level_pressure,denormalized,MSE,6043.9873046875
93,10m_u_component_of_wind,denormalized,MSE,0.30115190148353577
93,10m_v_component_of_wind,denormalized,MSE,0.43828505277633667
93,2m_temperature,denormalized,MSE,4.674278259277344
93,mean_sea_level_pressure,denormalized,MSE,4282.0732421875
94,10m_u_component_of_wind,denormalized,MSE,0.29314887523651123
